age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y_no,y_yes
52, 5, 30118, 2, 10, 1, 13, 3, 1, 2, 3137, 0, 42, 1, 0,1
51, 2, 290688, 15, 3, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
39, 6, 85566, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 121874, 6, 12, 1, 4, 3, 1, 2, 7688, 0, 50, 1, 1,0
40, 2, 29036, 2, 10, 3, 8, 4, 1, 2, 0, 0, 35, 1, 0,1
33, 1, 348152, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
38, 5, 73715, 2, 10, 1, 13, 3, 1, 2, 0, 0, 60, 1, 1,0
29, 1, 151382, 7, 11, 2, 7, 6, 1, 2, 0, 0, 50, 1, 0,1
37, 1, 236359, 2, 10, 2, 9, 4, 5, 1, 0, 0, 37, 1, 0,1
37, 1, 19899, 4, 9, 1, 2, 3, 1, 2, 15024, 0, 45, 1, 1,0
19, 1, 138760, 4, 9, 3, 8, 2, 1, 2, 0, 0, 40, 1, 0,1
46, 5, 354962, 4, 9, 1, 8, 3, 5, 2, 0, 0, 40, 1, 0,1
46, 1, 181363, 6, 12, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
37, 1, 393360, 2, 10, 3, 13, 2, 5, 2, 0, 0, 30, 1, 0,1
34, 1, 210736, 2, 10, 4, 9, 6, 5, 1, 0, 0, 40, 0, 0,1
38, 1, 110013, 2, 10, 2, 9, 6, 1, 1, 0, 0, 43, 1, 0,1
26, 1, 193304, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
34, 1, 118551, 1, 13, 3, 3, 4, 1, 1, 0, 0, 35, 1, 0,1
57, 1, 201991, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 0,1
33, 1, 157446, 3, 7, 3, 2, 4, 1, 2, 0, 0, 65, 1, 0,1
26, 5, 283217, 2, 10, 3, 13, 2, 1, 2, 0, 0, 40, 1, 0,1
20, 1, 247794, 4, 9, 3, 4, 4, 1, 1, 0, 0, 84, 1, 0,1
38, 1, 43712, 1, 13, 1, 6, 3, 1, 2, 7298, 0, 60, 1, 1,0
61, 1, 35649, 2, 10, 1, 3, 3, 1, 2, 0, 0, 6, 1, 0,1
36, 2, 342719, 14, 16, 1, 6, 3, 1, 2, 0, 0, 45, 0, 1,0
61, 0, 71467, 4, 9, 1, 0, 3, 1, 2, 3103, 0, 40, 1, 1,0
17, 1, 271837, 2, 10, 3, 2, 2, 1, 2, 0, 0, 16, 1, 0,1
40, 1, 400061, 2, 10, 1, 8, 3, 4, 2, 0, 0, 40, 1, 1,0
18, 1, 62972, 3, 7, 3, 3, 2, 1, 2, 0, 0, 16, 1, 0,1
21, 1, 174907, 6, 12, 3, 4, 2, 1, 1, 0, 0, 32, 1, 0,1
41, 1, 176452, 4, 9, 3, 3, 2, 1, 2, 0, 0, 40, 39, 0,1
46, 1, 268358, 3, 7, 4, 8, 4, 1, 1, 0, 0, 40, 1, 0,1
55, 4, 176904, 4, 9, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
27, 1, 176683, 6, 12, 3, 4, 4, 1, 2, 0, 0, 52, 1, 0,1
39, 1, 98077, 4, 9, 1, 3, 3, 1, 2, 0, 0, 42, 1, 0,1
36, 1, 266461, 4, 9, 3, 11, 2, 5, 2, 0, 0, 48, 1, 0,1
51, 1, 312477, 2, 10, 1, 11, 3, 1, 2, 3908, 0, 40, 1, 0,1
27, 1, 604045, 1, 13, 3, 4, 4, 1, 2, 0, 0, 40, 1, 0,1
30, 5, 131568, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
42, 1, 97688, 4, 9, 2, 4, 4, 1, 2, 0, 0, 47, 1, 0,1
23, 1, 373628, 1, 13, 3, 3, 2, 1, 1, 0, 0, 20, 1, 0,1
56, 1, 367984, 7, 11, 1, 5, 3, 1, 2, 15024, 0, 40, 1, 1,0
41, 2, 193459, 2, 10, 1, 2, 3, 1, 2, 0, 0, 50, 1, 0,1
49, 1, 250733, 4, 9, 1, 2, 3, 1, 2, 0, 0, 46, 1, 0,1
46, 4, 199725, 7, 11, 2, 2, 4, 3, 1, 0, 0, 60, 1, 0,1
54, 1, 156877, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 10, 0,1
38, 1, 122076, 2, 10, 1, 11, 3, 1, 2, 7298, 0, 43, 1, 1,0
45, 2, 216402, 5, 15, 1, 6, 3, 2, 2, 0, 0, 50, 8, 1,0
50, 2, 42402, 5, 15, 1, 6, 3, 1, 2, 0, 2415, 30, 1, 1,0
22, 1, 315974, 2, 10, 3, 4, 4, 1, 1, 0, 0, 40, 1, 0,1
31, 1, 63437, 4, 9, 3, 10, 4, 1, 2, 0, 0, 40, 23, 0,1
27, 1, 160786, 4, 9, 2, 3, 4, 1, 2, 0, 0, 30, 1, 0,1
34, 1, 85374, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
46, 1, 465974, 3, 7, 3, 11, 2, 1, 2, 0, 0, 30, 1, 0,1
47, 1, 78529, 1, 13, 1, 4, 3, 1, 2, 0, 0, 60, 1, 1,0
36, 6, 98037, 7, 11, 1, 3, 3, 2, 2, 0, 0, 40, 1, 0,1
22, 1, 178390, 4, 9, 3, 7, 2, 1, 2, 0, 0, 40, 1, 0,1
51, 1, 210940, 4, 9, 1, 4, 3, 1, 2, 0, 2002, 45, 1, 0,1
43, 1, 64506, 2, 10, 2, 3, 4, 1, 2, 0, 0, 30, 1, 0,1
54, 1, 128378, 2, 10, 5, 6, 4, 1, 2, 0, 0, 50, 1, 0,1
24, 1, 234460, 8, 5, 3, 8, 2, 5, 1, 0, 0, 40, 25, 0,1
29, 1, 176760, 5, 15, 3, 6, 4, 2, 2, 0, 0, 55, 1, 0,1
40, 6, 59460, 2, 10, 2, 9, 6, 1, 1, 0, 0, 38, 1, 0,1
18, 1, 234428, 3, 7, 3, 3, 2, 1, 2, 0, 0, 20, 1, 0,1
31, 1, 215047, 1, 13, 3, 9, 4, 1, 2, 0, 0, 50, 1, 0,1
57, 1, 140426, 14, 16, 1, 1, 3, 1, 2, 0, 1977, 40, 6, 1,0
32, 1, 191777, 11, 14, 3, 9, 4, 5, 1, 0, 0, 40, 1, 0,1
48, 1, 148995, 11, 14, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
24, 1, 229773, 2, 10, 1, 2, 3, 1, 2, 0, 0, 35, 1, 0,1
24, 1, 174461, 6, 12, 2, 3, 4, 1, 1, 0, 0, 22, 1, 0,1
24, 1, 250647, 7, 11, 1, 2, 3, 1, 2, 0, 0, 40, 32, 0,1
49, 5, 119904, 1, 13, 1, 6, 1, 1, 1, 7688, 0, 30, 1, 1,0
27, 2, 151402, 4, 9, 1, 10, 3, 1, 2, 0, 1573, 70, 1, 0,1
37, 1, 184556, 2, 10, 2, 1, 6, 1, 1, 0, 0, 40, 1, 0,1
33, 1, 263561, 2, 10, 1, 2, 3, 1, 2, 0, 0, 60, 1, 1,0
19, 1, 177945, 2, 10, 3, 4, 2, 1, 2, 0, 0, 25, 1, 0,1
45, 1, 306889, 1, 13, 1, 5, 1, 1, 1, 0, 0, 40, 1, 1,0
54, 5, 54377, 11, 14, 2, 6, 4, 1, 1, 0, 0, 40, 1, 0,1
47, 1, 144351, 4, 9, 2, 2, 6, 1, 2, 0, 625, 40, 1, 0,1
22, 1, 95566, 2, 10, 6, 4, 2, 4, 1, 0, 0, 22, 25, 0,1
20, 1, 181675, 4, 9, 3, 3, 4, 1, 2, 0, 0, 40, 1, 0,1
36, 1, 172129, 8, 5, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
49, 0, 350759, 4, 9, 1, 0, 3, 1, 2, 0, 0, 40, 1, 0,1
58, 2, 105592, 9, 4, 1, 11, 3, 1, 2, 0, 0, 40, 1, 1,0
20, 0, 200061, 2, 10, 3, 0, 2, 1, 1, 0, 0, 40, 0, 0,1
34, 3, 200689, 1, 13, 2, 4, 6, 1, 1, 0, 0, 40, 1, 0,1
36, 1, 386726, 11, 14, 1, 6, 1, 1, 1, 0, 1977, 44, 1, 1,0
28, 5, 135567, 1, 13, 3, 9, 4, 5, 1, 4101, 0, 60, 1, 0,1
38, 5, 282753, 7, 11, 2, 5, 2, 1, 2, 0, 0, 40, 1, 0,1
32, 1, 137367, 3, 7, 3, 2, 4, 2, 2, 0, 0, 40, 8, 0,1
35, 3, 153976, 4, 9, 1, 5, 3, 1, 2, 0, 0, 60, 1, 0,1
51, 3, 96062, 6, 12, 1, 4, 3, 1, 2, 0, 0, 60, 1, 0,1
33, 1, 152933, 2, 10, 3, 5, 4, 1, 2, 0, 0, 45, 1, 0,1
71, 1, 97870, 11, 14, 2, 6, 4, 1, 1, 0, 0, 15, 6, 0,1
48, 1, 254291, 11, 14, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
53, 2, 101432, 4, 9, 1, 4, 3, 1, 2, 0, 0, 50, 1, 0,1
40, 1, 125776, 7, 11, 1, 9, 3, 1, 2, 0, 0, 40, 1, 1,0
64, 2, 165479, 4, 9, 1, 4, 3, 1, 2, 0, 0, 5, 1, 0,1
42, 4, 172307, 4, 9, 1, 9, 3, 1, 2, 0, 0, 48, 1, 1,0
25, 1, 176729, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
66, 1, 174276, 2, 10, 5, 4, 6, 1, 1, 0, 0, 50, 1, 1,0
59, 4, 48102, 11, 14, 3, 6, 4, 1, 1, 0, 0, 40, 0, 1,0
42, 2, 79531, 2, 10, 1, 5, 3, 1, 2, 0, 0, 55, 1, 1,0
24, 1, 306460, 4, 9, 3, 10, 6, 1, 2, 0, 0, 40, 1, 0,1
19, 1, 55284, 4, 9, 3, 7, 2, 1, 1, 0, 0, 25, 1, 0,1
26, 1, 172063, 2, 10, 3, 4, 2, 1, 1, 0, 0, 24, 1, 0,1
22, 1, 141028, 4, 9, 3, 3, 2, 5, 2, 0, 0, 30, 1, 0,1
33, 1, 37274, 2, 10, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
63, 1, 31389, 3, 7, 3, 10, 4, 1, 2, 0, 0, 12, 1, 0,1
20, 1, 415913, 2, 10, 3, 7, 4, 1, 2, 0, 0, 30, 1, 0,1
33, 1, 295591, 15, 3, 6, 2, 4, 1, 2, 0, 0, 40, 21, 0,1
57, 0, 202903, 9, 4, 1, 0, 1, 1, 1, 1173, 0, 45, 4, 0,1
56, 1, 159770, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
70, 2, 268832, 7, 11, 1, 10, 3, 1, 2, 0, 0, 24, 1, 1,0
42, 1, 126003, 4, 9, 1, 1, 3, 1, 2, 0, 0, 40, 1, 1,0
25, 5, 225193, 1, 13, 3, 6, 4, 5, 1, 0, 0, 40, 1, 0,1
28, 1, 297735, 2, 10, 1, 8, 3, 1, 2, 0, 0, 40, 1, 1,0
80, 2, 225892, 4, 9, 1, 3, 3, 1, 2, 1409, 0, 40, 1, 0,1
36, 1, 605502, 13, 6, 3, 11, 4, 5, 1, 0, 0, 40, 1, 0,1
37, 1, 174150, 11, 14, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
38, 1, 165466, 4, 9, 1, 9, 3, 1, 2, 0, 0, 60, 1, 1,0
52, 6, 189728, 4, 9, 4, 3, 4, 1, 1, 0, 0, 35, 1, 0,1
49, 1, 360491, 4, 9, 5, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
30, 1, 115040, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
36, 1, 262688, 2, 10, 1, 4, 3, 5, 2, 7688, 0, 50, 1, 1,0
70, 3, 158437, 5, 15, 1, 6, 3, 1, 2, 0, 0, 35, 1, 1,0
55, 1, 41108, 2, 10, 5, 10, 4, 1, 2, 0, 2258, 62, 1, 1,0
25, 1, 149875, 1, 13, 5, 5, 4, 1, 1, 0, 0, 40, 1, 0,1
59, 1, 131916, 4, 9, 1, 8, 1, 1, 1, 0, 0, 40, 17, 1,0
22, 1, 60668, 2, 10, 3, 2, 4, 1, 2, 0, 0, 40, 1, 0,1
41, 5, 153132, 6, 12, 4, 2, 4, 1, 2, 0, 0, 50, 1, 0,1
62, 1, 155256, 4, 9, 1, 5, 3, 1, 2, 0, 0, 45, 1, 1,0
54, 1, 244770, 4, 9, 3, 9, 5, 1, 1, 0, 0, 40, 1, 0,1
38, 1, 312108, 4, 9, 3, 3, 6, 5, 1, 0, 0, 40, 1, 0,1
52, 1, 102828, 4, 9, 1, 6, 3, 1, 2, 7688, 0, 40, 1, 1,0
36, 1, 93225, 3, 7, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
74, 3, 231002, 4, 9, 1, 5, 3, 1, 2, 0, 0, 30, 1, 1,0
35, 2, 256992, 15, 3, 1, 3, 1, 1, 1, 0, 0, 15, 21, 0,1
41, 1, 118721, 10, 8, 2, 9, 4, 3, 2, 0, 0, 40, 1, 0,1
30, 1, 151989, 7, 11, 1, 1, 1, 1, 1, 0, 0, 40, 1, 0,1
25, 1, 109112, 4, 9, 1, 8, 3, 1, 2, 0, 0, 48, 1, 0,1
35, 1, 589809, 2, 10, 3, 5, 4, 1, 2, 13550, 0, 60, 1, 1,0
38, 1, 172538, 1, 13, 1, 5, 3, 1, 2, 15024, 0, 50, 1, 1,0
34, 6, 318982, 11, 14, 1, 8, 3, 1, 2, 0, 1848, 40, 1, 1,0
48, 1, 204629, 11, 14, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
50, 2, 99894, 15, 3, 3, 1, 4, 2, 1, 0, 0, 15, 1, 0,1
19, 1, 369463, 4, 9, 3, 9, 2, 1, 1, 0, 0, 40, 1, 0,1
51, 1, 79324, 2, 10, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
39, 1, 61178, 1, 13, 2, 9, 6, 1, 2, 0, 0, 40, 1, 0,1
20, 1, 204226, 3, 7, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
17, 1, 183110, 3, 7, 3, 7, 2, 1, 2, 0, 0, 16, 1, 0,1
42, 1, 96321, 2, 10, 1, 4, 3, 1, 2, 0, 0, 50, 1, 1,0
25, 1, 167031, 2, 10, 3, 3, 5, 4, 1, 0, 0, 25, 27, 0,1
36, 1, 108997, 4, 9, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
65, 1, 176796, 14, 16, 5, 6, 4, 1, 1, 0, 0, 40, 1, 0,1
32, 2, 134737, 1, 13, 1, 8, 3, 1, 2, 0, 0, 70, 1, 1,0
33, 3, 49795, 1, 13, 3, 6, 4, 1, 2, 0, 0, 45, 1, 0,1
32, 6, 131588, 2, 10, 3, 1, 6, 5, 1, 0, 0, 20, 1, 0,1
25, 1, 307643, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
41, 5, 351350, 2, 10, 2, 13, 6, 1, 1, 0, 0, 40, 1, 0,1
44, 1, 260761, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
72, 1, 156310, 13, 6, 1, 3, 3, 1, 2, 2414, 0, 12, 1, 0,1
36, 1, 207789, 4, 9, 2, 5, 4, 1, 2, 0, 0, 52, 1, 0,1
67, 2, 252842, 4, 9, 1, 10, 3, 1, 2, 1797, 0, 20, 1, 0,1
28, 1, 294936, 4, 9, 1, 11, 3, 1, 2, 4064, 0, 45, 1, 0,1
24, 1, 196269, 3, 7, 1, 7, 3, 4, 2, 0, 0, 40, 1, 0,1
17, 1, 46402, 9, 4, 3, 4, 2, 1, 2, 0, 0, 8, 1, 0,1
32, 2, 267161, 1, 13, 2, 5, 6, 5, 1, 0, 0, 30, 1, 0,1
67, 1, 160456, 3, 7, 5, 3, 4, 1, 1, 0, 0, 40, 1, 0,1
21, 0, 123983, 2, 10, 3, 0, 5, 2, 2, 0, 0, 10, 20, 0,1
51, 1, 123053, 11, 14, 1, 6, 3, 2, 2, 5013, 0, 40, 8, 0,1
32, 1, 426467, 12, 2, 3, 2, 4, 1, 2, 3674, 0, 40, 32, 0,1
39, 1, 269323, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
18, 2, 42857, 2, 10, 3, 2, 4, 1, 1, 0, 0, 35, 1, 0,1
50, 2, 183915, 1, 13, 1, 2, 3, 1, 2, 0, 0, 45, 1, 1,0
24, 1, 211391, 13, 6, 3, 4, 4, 1, 1, 0, 0, 15, 1, 0,1
21, 5, 193130, 2, 10, 3, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
24, 1, 86745, 1, 13, 3, 9, 5, 2, 1, 0, 0, 16, 1, 0,1
34, 1, 226525, 7, 11, 3, 3, 2, 1, 2, 0, 0, 40, 1, 0,1
68, 0, 270339, 13, 6, 1, 0, 3, 1, 2, 0, 0, 35, 1, 0,1
49, 2, 343742, 13, 6, 3, 2, 4, 5, 2, 0, 0, 32, 1, 0,1
50, 1, 150975, 4, 9, 2, 8, 4, 3, 1, 0, 0, 40, 1, 0,1
33, 1, 207301, 6, 12, 2, 5, 2, 1, 1, 0, 0, 40, 1, 0,1
18, 1, 135924, 2, 10, 3, 9, 2, 1, 2, 0, 0, 40, 1, 0,1
45, 1, 184277, 7, 11, 2, 9, 6, 1, 1, 0, 0, 55, 1, 1,0
20, 1, 142233, 4, 9, 3, 4, 4, 1, 1, 0, 0, 35, 1, 0,1
46, 3, 120902, 1, 13, 1, 5, 3, 1, 2, 3103, 0, 37, 1, 1,0
64, 5, 158412, 4, 9, 5, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
39, 1, 126161, 14, 16, 3, 6, 4, 1, 2, 0, 0, 45, 1, 0,1
35, 1, 149347, 4, 9, 3, 2, 4, 1, 2, 0, 0, 70, 1, 0,1
21, 1, 322674, 2, 10, 3, 3, 4, 1, 2, 0, 0, 32, 1, 0,1
29, 1, 55390, 6, 12, 3, 1, 4, 1, 2, 0, 0, 45, 1, 0,1
38, 6, 200904, 1, 13, 1, 5, 1, 5, 1, 0, 0, 30, 1, 1,0
45, 1, 166056, 4, 9, 2, 3, 6, 1, 1, 0, 0, 40, 1, 0,1
30, 2, 116666, 11, 14, 2, 6, 4, 2, 2, 0, 0, 50, 8, 1,0
41, 1, 168324, 2, 10, 1, 9, 1, 1, 1, 0, 0, 40, 1, 1,0
37, 1, 121772, 4, 9, 3, 2, 4, 2, 2, 0, 0, 40, 40, 0,1
45, 1, 126889, 1, 13, 1, 4, 3, 1, 2, 0, 1887, 60, 1, 1,0
20, 0, 401690, 4, 9, 3, 0, 4, 1, 1, 0, 0, 30, 1, 0,1
45, 3, 117605, 4, 9, 1, 5, 3, 1, 2, 0, 0, 48, 1, 1,0
20, 4, 410446, 4, 9, 3, 9, 5, 1, 2, 0, 0, 20, 1, 0,1
63, 3, 38472, 2, 10, 5, 4, 4, 1, 1, 14084, 0, 60, 1, 1,0
35, 2, 335704, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
24, 1, 70261, 1, 13, 1, 6, 3, 1, 2, 0, 0, 50, 1, 0,1
19, 1, 47577, 2, 10, 3, 11, 4, 1, 2, 0, 0, 50, 1, 0,1
23, 1, 117767, 4, 9, 3, 3, 2, 1, 2, 0, 0, 35, 1, 0,1
34, 1, 179641, 1, 13, 3, 6, 4, 1, 1, 0, 0, 45, 1, 0,1
23, 0, 343553, 3, 7, 3, 0, 4, 5, 2, 0, 0, 40, 1, 0,1
36, 2, 328466, 15, 3, 1, 11, 3, 1, 2, 0, 0, 50, 21, 1,0
46, 1, 265097, 4, 9, 3, 7, 5, 1, 2, 0, 0, 5, 1, 0,1
38, 5, 414791, 1, 13, 1, 5, 3, 1, 2, 0, 0, 42, 1, 1,0
55, 5, 48055, 10, 8, 5, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
27, 1, 341672, 2, 10, 3, 9, 5, 2, 2, 0, 0, 40, 8, 0,1
48, 1, 266764, 2, 10, 1, 2, 3, 1, 2, 0, 0, 45, 1, 1,0
35, 1, 233571, 4, 9, 2, 3, 2, 1, 1, 0, 0, 50, 1, 0,1
53, 1, 126592, 2, 10, 1, 2, 3, 5, 2, 7688, 0, 40, 1, 1,0
47, 1, 70754, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
50, 1, 138852, 2, 10, 2, 2, 4, 1, 2, 4650, 0, 22, 1, 0,1
32, 1, 175856, 2, 10, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 193494, 4, 9, 1, 7, 3, 1, 2, 0, 0, 46, 1, 0,1
41, 1, 104334, 2, 10, 1, 4, 3, 1, 2, 0, 0, 50, 1, 1,0
47, 4, 197332, 1, 13, 2, 6, 4, 1, 2, 0, 0, 40, 1, 0,1
21, 1, 205844, 2, 10, 3, 4, 2, 5, 1, 0, 0, 25, 1, 0,1
45, 5, 206459, 11, 14, 1, 9, 3, 1, 2, 0, 0, 35, 1, 0,1
33, 1, 202822, 9, 4, 3, 3, 6, 5, 1, 0, 0, 14, 38, 0,1
68, 7, 174695, 2, 10, 6, 10, 6, 1, 1, 0, 0, 25, 1, 0,1
44, 1, 183342, 5, 15, 1, 5, 3, 1, 2, 0, 0, 55, 1, 1,0
49, 1, 105614, 13, 6, 1, 8, 3, 1, 2, 0, 0, 50, 1, 0,1
45, 1, 329603, 14, 16, 1, 6, 3, 1, 2, 0, 0, 40, 18, 1,0
41, 1, 77373, 2, 10, 1, 11, 3, 1, 2, 0, 1848, 65, 1, 1,0
29, 1, 207473, 9, 4, 1, 11, 3, 1, 2, 0, 0, 40, 21, 0,1
46, 1, 149161, 2, 10, 1, 5, 3, 2, 2, 0, 0, 60, 0, 0,1
19, 1, 311974, 4, 9, 3, 2, 5, 1, 2, 0, 0, 25, 21, 0,1
56, 1, 175127, 13, 6, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
55, 2, 111625, 4, 9, 1, 2, 3, 1, 2, 0, 0, 60, 1, 0,1
29, 1, 48895, 4, 9, 3, 2, 4, 1, 2, 0, 0, 50, 1, 0,1
21, 1, 27049, 4, 9, 3, 12, 4, 1, 1, 0, 0, 25, 1, 0,1
38, 1, 108907, 4, 9, 2, 2, 4, 1, 2, 0, 0, 40, 0, 0,1
52, 1, 94988, 15, 3, 3, 7, 4, 1, 2, 0, 0, 50, 1, 0,1
22, 1, 218343, 4, 9, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
20, 1, 227626, 4, 9, 1, 9, 3, 1, 2, 0, 0, 60, 1, 0,1
31, 1, 272856, 4, 9, 3, 2, 2, 5, 2, 0, 0, 50, 3, 0,1
39, 1, 30916, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
55, 1, 276229, 2, 10, 2, 1, 4, 1, 1, 0, 0, 40, 1, 0,1
35, 1, 289106, 6, 12, 4, 4, 6, 1, 2, 0, 0, 40, 1, 0,1
67, 0, 39100, 4, 9, 1, 0, 1, 1, 1, 0, 0, 5, 1, 0,1
45, 1, 192776, 1, 13, 1, 2, 3, 1, 2, 7298, 0, 55, 1, 1,0
61, 1, 147280, 11, 14, 1, 5, 3, 1, 2, 0, 0, 60, 1, 1,0
18, 1, 187770, 4, 9, 3, 7, 2, 1, 2, 0, 0, 30, 1, 0,1
51, 6, 213296, 1, 13, 5, 9, 4, 1, 2, 0, 0, 40, 1, 0,1
37, 2, 107410, 4, 9, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
21, 0, 170272, 2, 10, 3, 0, 2, 1, 1, 0, 0, 25, 1, 0,1
32, 1, 86808, 2, 10, 3, 3, 2, 1, 1, 0, 0, 38, 1, 0,1
48, 1, 149210, 4, 9, 4, 2, 6, 5, 2, 0, 0, 45, 1, 0,1
62, 1, 123411, 9, 4, 1, 11, 3, 1, 2, 0, 0, 53, 1, 0,1
21, 0, 306779, 2, 10, 3, 0, 2, 1, 2, 0, 0, 40, 1, 0,1
28, 1, 487347, 4, 9, 3, 11, 4, 1, 2, 0, 0, 45, 1, 0,1
19, 1, 283945, 13, 6, 3, 7, 5, 1, 2, 0, 1602, 45, 1, 0,1
20, 1, 375698, 2, 10, 3, 9, 2, 1, 1, 0, 0, 15, 1, 0,1
41, 1, 271753, 1, 13, 1, 10, 3, 1, 2, 0, 0, 40, 1, 0,1
29, 1, 251854, 1, 13, 3, 9, 4, 5, 1, 0, 0, 40, 1, 0,1
47, 1, 264052, 1, 13, 1, 5, 3, 1, 2, 15024, 0, 50, 1, 1,0
43, 6, 28451, 1, 13, 1, 6, 3, 1, 2, 0, 0, 37, 1, 1,0
20, 1, 282604, 2, 10, 3, 7, 5, 1, 2, 0, 0, 20, 1, 0,1
29, 1, 185908, 1, 13, 1, 5, 3, 5, 2, 0, 0, 55, 1, 1,0
51, 4, 198186, 1, 13, 5, 6, 4, 5, 1, 0, 0, 40, 1, 0,1
40, 1, 242521, 7, 11, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
26, 1, 337940, 15, 3, 3, 11, 4, 1, 2, 0, 0, 40, 21, 0,1
30, 1, 212064, 1, 13, 3, 6, 2, 1, 1, 0, 0, 40, 1, 0,1
36, 1, 129263, 4, 9, 5, 3, 4, 1, 1, 0, 0, 40, 1, 0,1
68, 5, 144761, 4, 9, 5, 13, 4, 1, 2, 0, 1668, 20, 1, 0,1
42, 1, 109912, 2, 10, 3, 1, 4, 1, 1, 0, 0, 40, 1, 1,0
41, 1, 113324, 4, 9, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
43, 1, 187795, 1, 13, 1, 5, 3, 1, 2, 0, 0, 45, 1, 1,0
20, 1, 173724, 2, 10, 3, 7, 2, 1, 2, 0, 0, 20, 1, 0,1
43, 1, 185129, 1, 13, 2, 1, 2, 1, 2, 0, 0, 40, 1, 0,1
53, 1, 73134, 4, 9, 1, 4, 3, 1, 2, 15024, 0, 60, 1, 1,0
45, 1, 236040, 2, 10, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
39, 1, 74194, 4, 9, 3, 10, 6, 1, 2, 0, 0, 40, 1, 0,1
31, 5, 102130, 11, 14, 1, 6, 3, 1, 2, 0, 0, 45, 1, 0,1
23, 1, 140915, 2, 10, 3, 4, 5, 2, 2, 0, 0, 25, 16, 0,1
69, 0, 107575, 4, 9, 2, 0, 4, 1, 1, 2964, 0, 35, 1, 0,1
38, 6, 34364, 11, 14, 2, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
37, 2, 258037, 4, 9, 1, 11, 3, 1, 2, 0, 0, 45, 13, 1,0
18, 1, 391585, 4, 9, 3, 8, 5, 1, 1, 0, 0, 40, 1, 0,1
41, 2, 233130, 4, 9, 1, 5, 3, 1, 2, 0, 0, 45, 21, 0,1
30, 1, 101345, 1, 13, 1, 4, 1, 1, 1, 3103, 0, 55, 1, 1,0
23, 0, 32897, 6, 12, 1, 0, 3, 1, 2, 0, 0, 20, 1, 0,1
26, 1, 248612, 1, 13, 3, 6, 2, 1, 2, 0, 0, 30, 1, 0,1
37, 1, 212465, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
25, 1, 198587, 2, 10, 3, 1, 4, 5, 1, 2174, 0, 50, 1, 0,1
33, 1, 405913, 2, 10, 1, 6, 3, 1, 2, 0, 0, 40, 39, 1,0
37, 1, 588003, 1, 13, 1, 5, 3, 1, 2, 15024, 0, 40, 1, 1,0
31, 1, 46807, 1, 13, 3, 1, 4, 1, 2, 0, 0, 40, 1, 0,1
27, 1, 210498, 2, 10, 1, 5, 3, 1, 2, 0, 0, 80, 1, 0,1
